type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1250449;AZAVIS NEO +;Matière organique (Min: 61.0 %, Max: 61.0 %)  | Azote (N) total  (Min: 10.3 %, Max: 10.3 %)  | Oxyde de magnésium (MgO) (Min: 0.7 %, Max: 0.7 %)  | Fer (Fe) total (Min: 1.1 %, Max: 1.1 %)  |   dont Fer (Fe) soluble dans l'eau chelaté DTPA (Min: 1.1 %, Max: 1.1 %) ;;Matière fertilisante;
MFSC;1230472;LABIN ECOCOMPLET;Matière sèche (Min: 26.0 %, Max: 26.0 %)  | Azote (N) total  (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) organique (Min: 2.0 %, Max: 2.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Acides aminés libres d'origine animale (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 7.0 , Max: 7.0 ) ;;Matière fertilisante;
MFSC;1240762;OPTIMYXA;Paenibacillus polymyxa souche BioM213 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Matière fertilisante | Additif agronomique | Additif agronomique;
MFSC;1230216;SEAWEX;Matière sèche (Min: 70.0 %, Max: 70.0 %)  | Azote (N) total (Min: 1.8 %, Max: 1.8 %)  | dont Azote (N) organique (Min: 1.8 %, Max: 1.8 %)  | Acides aminés libres (Min: 7.5 %, Max: 7.5 %)  | dont Lysine (Min: 7.5 %, Max: 7.5 %)  | Mannitol (Min: 1.1 %, Max: 1.1 %)  | pH (Min: 9.5 , Max: 9.5 ) ;;Matière fertilisante;
MFSC;1240415;BIG BUD COCO;Matière sèche (Min: 21.5 %, Max: 21.5 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Oxyde de calcium (CaO) soluble dans l'eau (Min: 1.4 %, Max: 1.4 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 2.5 %, Max: 2.5 %)  | Fer (Fe) soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | dont fer (Fe) chélaté EDTA (Min: 0.1 %, Max: 0.1 %)  | Protéines végétales hydrolysées (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 4.4 , Max: 4.4 ) ;;Matière fertilisante;
MFSC;1240880;BEOZ GOLDSTONE;Matière sèche (Min: 50.0 %, Max: 50.0 %)  | Matière organique (Min: 40.0 %, Max: 40.0 %)  | Acides aminés totaux d'origine végétale (Min: 16.8 %, Max: 16.8 %)  | dont acides aminés libres totaux d'origine végétale (Min: 12.0 %, Max: 12.0 %)  | Azote (N) total  (Min: 7.5 %, Max: 7.5 %)  | dont azote (N) ammoniacal (Min: 4.5 %, Max: 4.5 %)  | dont azote (N) organique (Min: 3.0 %, Max: 3.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1190714;FERTILEADER MAGNUM;Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Oxyde de magnésium (MgO) (Min: 9.0 %, Max: 9.0 %)  | pH (Min: 4.5 , Max: 4.5 ) ;Carbone organique total (Min:  , Max:  )  | Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230127;BASFOLIAR SPYRA SL;Matière sèche (Min: 15.0 %, Max: 15.0 %)  | Acides aminés libres d'origine végétale (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 6.4 , Max: 6.4 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1220962;BIOPRON;Azospirillum brasilense souche Cepa M3 (CECT 5802) (Min: 1108.0 UFC/g, Max: 1108.0 UFC/g)  | Pantoea dispersa souche Cepa C3 (CECT 5801) (Min: 1108.0 UFC/g, Max: 1108.0 UFC/g) ;;Préparation bactérienne;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;Matière sèche (Min: 60.0 %, Max: 60.0 %)  | Matière organique (Min: 38.0 %, Max: 38.0 %)  | Azote (N) total (Min: 2.5 , Max: 2.5 )  | dont azote (N) total (Min: 2.5 %, Max: 2.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 6.0 %, Max: 6.0 %)  | Extraits végétaux (Min: 1.0 %, Max: 1.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230332;LABIFOL SUPERSTIM;Matière sèche (Min: 35.0 %, Max: 35.0 %)  | Azote (N) total  (Min: 8.0 %, Max: 8.0 %)  | dont azote (N) ammoniacal (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) organique (Min: 6.0 %, Max: 6.0 %)  | Acides aminés libres d'origine végétale et animale (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1230040;LABIFOL AZOVEG;Matière sèche (Min: 67.0 %, Max: 67.0 %)  | Acides aminés libres (Min: 12.0 %, Max: 12.0 %)  | Azote (N) total  (Min: 8.0 %, Max: 8.0 %)  | dont azote (N) organique (Min: 4.0 %, Max: 4.0 %)  | dont azote (N) ammoniacal (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 6.0 , Max: 6.0 ) ;;Matière fertilisante;
MFSC;1210621;NECTAR MGS DUO;Matière sèche  (Min: 29.0 %, Max: 29.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 12.5 %, Max: 12.5 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 6.2 %, Max: 6.2 %)  | Carbone organique (C) (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 5.7 , Max: 5.7 ) ;;Matière fertilisante;
MFSC;1210503;CHELONIA BMO;Matière sèche  (Min: 63.0 %, Max: 63.0 %)  | Bore (B) soluble dans l'eau (Min: 5.6 %, Max: 5.6 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.46 %, Max: 0.46 %)  | Sorbitol (Min: 19.0 %, Max: 19.0 %) ;;Matière fertilisante;
MFSC;1240969;ALCYGOL Z3M;Matière sèche (Min: 28.0 %, Max: 28.0 %)  | Manganèse (Mn) soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.22 %, Max: 0.22 %)  | Zinc (Zn) soluble dans l'eau (Min: 2.9 %, Max: 2.9 %)  | Mannitol (Min: 0.1 %, Max: 0.1 %)  | Conductivité électrique (Min: 44.0 ms / cm, Max: 44.0 ms / cm)  | pH (Min: 1.8 , Max: 1.8 ) ;;Matière fertilisante;
MFSC;1210618;ALCYGOL B2M BS;Matière sèche  (Min: 33.0 %, Max: 33.0 %)  | Bore (B) soluble dans l'eau (Min: 2.1 %, Max: 2.1 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.8 %, Max: 0.8 %)  | Mannitol (Min: 0.9 %, Max: 0.9 %)  | Conductivité électrique (Min: 35.0 ms / cm, Max: 35.0 ms / cm)  | pH (Min: 8.4 , Max: 8.4 ) ;;Matière fertilisante;
MFSC;1210617;ALCYGOL FMN BS;Matière sèche  (Min: 32.5 %, Max: 32.5 %)  | Manganèse (Mn) soluble dans l'eau (Min: 1.6 %, Max: 1.6 %)  | Fer (Fe) chelaté EDTA soluble dans l'eau (Min: 3.0 %, Max: 3.0 %)  | Mannitol (Min: 0.9 %, Max: 0.9 %)  | Conductivité électrique (Min: 58.0 ms / cm, Max: 58.0 ms / cm)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1220372;ALGOMER;Carbone organique  (Min: 20.0 %, Max: 20.0 %)  | Azote (N) total  (Min: 1.0 %, Max: 1.0 %)  | dont azote (N) organique (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 19.0 %, Max: 19.0 %)  | Bétaines (Min: 0.1 %, Max: 0.1 %)  | Mannitol (Min: 4.0 %, Max: 4.0 %) ;;Matière fertilisante | Additif agronomique | Additif agronomique;
MFSC;1230132;NECTAR ULTRA;Matière sèche (Min: 27.0 %, Max: 27.0 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Oxyde de magnésium (MgO) total soluble dans l'eau (Min: 5.2 %, Max: 5.2 %)  | Carbone organique (CO) (Min: 2.8 %, Max: 2.8 %)  | pH (Min: 6.2 %, Max: 6.2 %) ;;Matière fertilisante;
MFSC;6230792;HUMIC LAND;Matière sèche (Min: 1.6 %, Max: 19.0 %)  | Matière organique totale (Min: 1.4 %, Max: 16.7 %)  | Azote (N) total  (Min: 0.04 %, Max: 0.32 %)  | dont azote (N) organique (Min: 0.03 %, Max: 0.29 %)  | Humine (Min: 0.34 %, Max: 3.2 %)  | Substances humiques totales (Min: 1.0 %, Max: 13.6 %)  | dont acides humiques (Min: 0.7 %, Max: 9.2 %)  | dont acides fulviques (Min: 0.3 %, Max: 4.4 %)  | pH (Min: 5.2 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;1250116;ALGOSTAR;Matière sèche (Min: 42.0 %, Max: 42.0 %)  | Carbone organique (C) (Min: 8.2 %, Max: 8.2 %)  | Azote (N) total  (Min: 12.7 %, Max: 12.7 %)  | dont azote (N) organique (Min: 0.6 %, Max: 0.6 %)  | dont azote (N) uréique (Min: 12.1 %, Max: 12.1 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.7 %, Max: 0.7 %)  | Zinc (Zn) soluble dans l'eau (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 2.5 , Max: 2.5 ) ;Anhydride phosphorique (P2O5) total (Min:  , Max:  )  | Oxyde de potassium (K2O) total (Min:  , Max:  )  | Acides aminés libres d'origine animale (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1160080;LYCC 6420;;;Additif agronomique;
MFSC;1303001;GREENSTIM;N total (Min: 11.7 % MB, Max: 11.7 % MB)  | Glycine bétaïne (Min: 97.0 % MB, Max: 97.0 % MB)  | Matière sèche (Min: 99.1 % MB, Max: 99.1 % MB)  | Matières organiques (Min: 99.0 % MB, Max: 99.0 % MB) ;;Matière fertilisante;
MFSC;6190898;CRESCILIS;Matière sèche (Min: 84.0 %, Max: 98.0 %)  | Carbone organique (C) total (Min: 45.0 %, Max: 48.0 %)  | H/C org (Min: 0.7 , Max: 0.7 )  | Capacité de rentention pour l'eau (Min: 91.0 %, Max: 235.0 %) ;Conductivité électrique (ms/m (ou µm/cm)) (Min:  , Max:  )  | Granulométrie (Min:  , Max:  )  | Azote (N) total (Min:  , Max:  )  | Anhydride phosphorique (P2O5) total (Min:  , Max:  )  | Oxyde de potassium (K2O) total (Min:  , Max:  ) ;Matière fertilisante | Amendement organique | Additif agronomique | Additif agronomique;
MFSC;1200558;LANAPLUS;Rhizophagus irregularis souche MB-001RI (Min: 250.0 spores/g, Max: 250.0 spores/g)  | Septeglomus deserticola souche MB-003SD (Min: 250.0 spores/g, Max: 250.0 spores/g)  | Claroideoglomus etunicatum MB-163CE (Min: 100.0 spores/g, Max: 100.0 spores/g)  | Bacillus megaterium souche BM-4112 (Min: 65000000 UFC/g, Max: 65000000 UFC/g)  | Bacillus subtilis souche BM-1102 (Min: 70000000 UFC/g, Max: 70000000 UFC/g)  | Bacillus licheniformis souche BM-3109 (Min: 65000000 UFC/g, Max: 65000000 UFC/g) ;;Préparation fongique | Préparation bactérienne;
MFSC;1210090;BIOPTIMUS;Pseudomonas putida souche CECT 7881 (Min: 1.7 UFC/mL, Max: 1.7 UFC/mL)  | PH (Min: 5.6 , Max: 5.6 ) ;;Préparation bactérienne;
MFSC;1230794;K-VITRUM MAX;Matière sèche (Min: 36.0 %, Max: 36.0 %)  | Silice (SiO2) (Min: 20.5 %, Max: 20.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Acide gamma aminobutyrique (GABA) (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 11.5 , Max: 11.5 ) ;;Matière fertilisante;
MFSC;1240433;NUTRIPURE;Carbonate de calcium (CaCO3) (Min: 98.0 %, Max: 98.0 %)  | Oxyde de calcium (CaO) total (Min: 54.5 %, Max: 54.5 %)  | Calcium total (Ca) (Min: 40.0 %, Max: 40.0 %)  | Granulométrie : diamètre moyen (D50) (Min: 1.0 µm, Max: 1.0 µm)  | Granulométrie : diamètre maximal (D98) (Min: 3.75 µm, Max: 3.75 µm)  | Valeur neutralisante (Min: 55.0 , Max: 55.0 ) ;;Matière fertilisante;
MFSC;1230766;STATUS;Matière sèche (Min: 31.0 %, Max: 31.0 %)  | Urée 1-(2-Méthoxyéthyl)-3-(1,2,3-thiadiazol-5yl (MTU) (Min: 2.0 g/L, Max: 2.0 g/L)  | Acide pidolique (Min: 320.0 g/L, Max: 320.0 g/L)  | pH (Min: 3.0 , Max: 3.0 ) ;;Matière fertilisante;
MFSC;1190710;AXIOMA CEREALES;Matière sèche (Min: 0.15 %, Max: 0.15 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 0.0034 %, Max: 0.0034 %)  | Fer (Fe) total (Min: 0.000050 %, Max: 0.000050 %)  | Zinc (Zn) (Min: 0.00067 %, Max: 0.00067 %)  | Cuivre (Cu) total (Min: 0.000036 %, Max: 0.000036 %)  | Manganèse (Mn) total (Min: 0.000010 %, Max: 0.000010 %)  | Cobalt (Min: 0.0000029 %, Max: 0.0000029 %)  | Bore (B) total (Min: 0.00038 %, Max: 0.00038 %)  | Molybdène (Mo) (Min: 0.0000030 %, Max: 0.0000030 %)  | Oxyde de magnésium total (MgO) (Min: 0.0093 %, Max: 0.0093 %)  | Carbone organique (C) (Min: 0.07 %, Max: 0.07 %)  | pH (Min: 2.6 , Max: 2.6 ) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190734;AXIOMA VIGNE;Matière sèche (Min: 0.12 %, Max: 0.12 %)  | Anhydride sulfurique (SO3) (Min: 0.039 %, Max: 0.039 %)  | Fer (Fe) total (Min: 0.000022 %, Max: 0.000022 %)  | Zinc (Zn) (Min: 0.000025 %, Max: 0.000025 %)  | Cuivre (Cu) total (Min: 0.0000047 %, Max: 0.0000047 %)  | Manganèse (Mn) total (Min: 0.000012 %, Max: 0.000012 %)  | Cobalt (Min: 0.00025 %, Max: 0.00025 %)  | Bore (B) total (Min: 0.00035 %, Max: 0.00035 %)  | Molybdène (Mo) (Min: 0.0000030 %, Max: 0.0000030 %)  | Oxyde de magnésium total (MgO) (Min: 0.099 %, Max: 0.099 %)  | Carbone organique (C) (Min: 0.05 %, Max: 0.05 %)  | pH (Min: 2.7 , Max: 2.7 ) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1250448;AZOFIX PLUS;Paenibacillus polymyxa souche MVY-024 (Min: 1200000000000 UFC/L, Max: 1200000000000 UFC/L) ;;Matière fertilisante;
MFSC;6250343;TERRACOTTEM UNIVERSAL;Matière sèche (Min: 95.0 %, Max: 99.0 %)  | Matière organique (Min: 25.0 %, Max: 35.0 %)  | Capacité de rétention (absorption) dans l'eau distillée (Min: 4500.0 g eau/100 g , Max: 9000.0 g eau/100 g )  | Capacité de rétention (absorption) dans une solution de nitrate de calcium Ca(NO3)2 à 2g/L (Min: 1500.0 g eau/100 g , Max: 3000.0 g eau/100 g )  | Polymères (rétenteurs d'eau de synthèse) (Min: 35.0 %, Max: 45.0 %)  | Engrais NPK (15-10-13) avec oligo-éléments (Min: 7.0 %, Max: 11.0 %)  | Taille des particules (Min: 0.63 mm, Max: 4.0 mm) ;;Matière fertilisante;
MFSC;1240882;LEAFGEL NK;Matière sèche (Min: 61.0 %, Max: 61.0 %)  | Acides aminés totaux d'origine végétale (Min: 40.0 %, Max: 40.0 %)  | Azote (N) total  (Min: 8.0 %, Max: 8.0 %)  | dont azote (N) organique (Min: 8.0 %, Max: 8.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 4.4 , Max: 4.4 ) ;;Matière fertilisante;
MFSC;1240409;FRUITMAX 10;Matière sèche (Min: 32.5 %, Max: 32.5 %)  | Azote (N) total  (Min: 3.0 %, Max: 3.0 %)  | dont azote (N) organique (Min: 2.9 %, Max: 2.9 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 1.7 %, Max: 1.7 %)  | Acides aminés libres (Min: 10.0 %, Max: 10.0 %)  | Bore (B) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | pH (Min: 7.5 , Max: 7.5 ) ;;Matière fertilisante;
MFSC;1190426;BASEOS LIQ ENDO;Rhizophagus irregularis souche DAOM 197198 (Min: 1.0 %, Max: 1.0 %)  | Streptomyces beta vulgaris Souche B11 (I-3639) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Burkholderia sp. Souche AGN02 (I-4360) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g)  | Bacillus megaterium Souche AGN01 (I-4466) (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Préparation bactérienne | Préparation fongique | Additif agronomique;
MFSC;1170611;RHIZOBACTERIOLIS;Pseudomonas fulva (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Pseudomonas fluorescens (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Matière fertilisante | Additif agronomique;
MFSC;1160077;FERTILEADER VITAL;Matières sèche (Min: 18.0 %, Max: 18.0 %)  | Extraits végétaux (Min: 2.0 %, Max: 2.0 %)  | Extraits d'algues (Min: 1.0 %, Max: 1.0 %)  | Azote total (N) (Min: 9.0 %, Max: 9.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Bore (Bo) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Cuivre (Cu) soluble dans l'eau chélaté par EDTA (Min: 0.02 %, Max: 0.02 %)  | Fer (Fe) chelaté EDTA soluble dans l'eau (Min: 0.02 %, Max: 0.02 %)  | Manganèse (Mn) chélaté EDTA soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | Molybdène (Mo) soluble dans l´eau  (Min: 0.01 %, Max: 0.01 %)  | Zinc (Zn) chélaté EDTA soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;6230392;INFOLEN;Matière sèche (Min: 58.0 %, Max: 58.0 %)  | Azote (N) total  (Min: 19.0 %, Max: 19.0 %)  | dont azote (N) uréique (Min: 19.0 %, Max: 19.0 %)  | Oxyde de magnésium (MgO) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Anhydride sulfurique (SO3) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Extraits végétaux (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;1230941;TASTY TERPENES;Matière sèche (Min: 8.0 %, Max: 8.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 1.0 %, Max: 1.0 %)  | Substances humiques (Min: 15.0 %, Max: 15.0 %)  | Extrait d'algues (Min: 11.5 %, Max: 11.5 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230467;ALGOXIN;Matière sèche (Min: 2.0 %, Max: 2.0 %)  | Acide alginique (Min: 0.6 %, Max: 0.6 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1160003;FREE N 100;;;Matière fertilisante;
MFSC;1170409;FREE PK;Bacillus mucilaginosus souche Bac 10 (Min: 60000000000 UFC/L, Max: 60000000000 UFC/L) ;;Préparation bactérienne;
MFSC;1170597;CAPT;Matière sèche (Min: 90.0 %, Max: 90.0 %)  | Capacité de rétention (absorption) en eau (Min: 340.0 mL/q, Max: 340.0 mL/q)  | Capacité de rétention (absorption) dans une solution de nitrate de calcium Ca(NO3)2 à 2g/L (Min: 46.0 mL/g, Max: 46.0 mL/g)  | Granulométrie passant entre les tamis de 0.315 et 1 mm (Min: 94.0 %, Max: 94.0 %) ;;Rétenteur d'eau;
MFSC;6240970;CALKOSILICIUM NPK;Silicium (Si) total (Min: 5.0 %, Max: 10.0 %)  | Azote (N) total  (Min: 3.0 %, Max: 15.0 %)  | Anhydride phosphorique (P2O5) total (Min: 3.0 %, Max: 10.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 3.0 %, Max: 15.0 %) ;;Matière fertilisante;
MFSC;1250362;ILSAMIN N90;Matière sèche (Min: 63.5 %, Max: 63.5 %)  | Carbone organique  (Min: 25.0 %, Max: 25.0 %)  | Azote (N) organique (Min: 8.9 %, Max: 8.9 %)  | dont azote (N) organique soluble dans l'eau (Min: 8.9 %, Max: 8.9 %)  | Acides aminés totaux d'origine animale (Min: 10.0 %, Max: 10.0 %)  | pH (Min: 5.5 , Max: 5.5 )  | C/N (Min: 3.0 , Max: 3.0 ) ;;Additif agronomique;
MFSC;1240751;CARAMINO N;Rapport C/N (Min: 2.75 , Max: 2.75 )  | Azote (N) total (Min: 16.0 %, Max: 16.0 %)  | Matière sèche (Min: 96.0 %, Max: 96.0 %)  | Acides aminés totaux d'origine animale (Min: 90.0 %, Max: 90.0 %)  | pH (Min: 5.5 , Max: 5.5 )  | Matière organique (Min: 88.0 %, Max: 88.0 %)  | dont azote (N) organique (Min: 15.0 %, Max: 15.0 %) ;;Matière fertilisante;
MFSC;1240971;CARAMINO K;pH (Min: 5.5 , Max: 5.5 )  | Conductivité électrique (Min: 5.2 dS/m, Max: 5.2 dS/m)  | Matière sèche (Min: 94.0 %, Max: 94.0 %)  | Matière organique (Min: 54.0 %, Max: 54.0 %)  | dont azote (N) organique (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium (K2O) total (Min: 18.0 %, Max: 18.0 %)  | Azote (N) total  (Min: 9.0 %, Max: 9.0 %)  | C/N (Min: 3.0 , Max: 3.0 ) ;Acides aminés totaux d'origine animale* (Min:  , Max:  )  | Trioxyde de soufre (SO3) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240745;PRO-T10;Matière sèche (Min: 78.0 %, Max: 78.0 %)  | Glucose (Min: 5.2 %, Max: 5.2 %)  | Acide galacturonique (issu de tourteaux végétaux oxydés) (Min: 2.8 %, Max: 2.8 %) ;;Matière fertilisante | Additif agronomique;
MFSC;1240752;CHELAL ALGA L;Matière sèche (Min: 22.0 %, Max: 22.0 %)  | pH (Min: 7.5 , Max: 7.5 )  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.5 %, Max: 4.5 %) ;;Matière fertilisante;
MFSC;1230654;FULVISTAR;Matière sèche (Min: 47.0 %, Max: 47.0 %)  | Extrait d'algues (Min: 4.0 %, Max: 4.0 %)  | Mannitol (Min: 0.1 %, Max: 0.1 %)  | Acides fulviques (Min: 21.0 %, Max: 21.0 %)  | Azote (N) total (Min: 2.0 %, Max: 2.0 %)  | dont azote (N) organique (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1240133;CONTRIBUTE AID;Trichoderma koningiopsis souche CECT 21151 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Préparation fongique;
MFSC;1240134;CONTRIBUTE IBK;Bacillus megaterium souche CECT 30095 (Min: 1000000000 UFC/g, Max: 1000000000 UFC/g) ;;Préparation bactérienne;
MFSC;1308001;LYCC;N total (Min: 7.4 %, Max: 7.4 %)  | N organique (Min: 7.2 %, Max: 7.2 %) ;;Matière fertilisante;
MFSC;6240553;VERDE AQUA +;Extrait humique total (origine léonardite + lignosulfonate de sodium) (Min: 15.0 %, Max: 75.0 %)  | Acide humique (Min: 7.0 %, Max: 30.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1120002;MELANGE  NP ABC;N total (Min: 14.0 %, Max: 14.0 %)  | P2O5 total (Min: 22.0 %, Max: 22.0 %)  | P2O5 soluble eau (Min: 20.0 %, Max: 20.0 %)  | SO3 soluble eau (Min: 25.0 %, Max: 25.0 %)  | Soufre exprimé en SO3 soluble eau (Min: 25.0 %, Max: 25.0 %) ;;Engrais NP + S;
MFSC;1240879;BEOZ GARNET;Matière sèche (Min: 24.5 %, Max: 24.5 %)  | Matière organique (Min: 23.5 %, Max: 23.5 %)  | Acides aminés libres totaux d'origine végétale (Min: 13.0 %, Max: 13.0 %)  | Azote (N) total  (Min: 6.9 %, Max: 6.9 %)  | dont azote (N) ammoniacal (Min: 3.2 %, Max: 3.2 %)  | dont azote (N) organique (Min: 3.7 %, Max: 3.7 %)  | pH (Min: 5.5 , Max: 5.5 ) ;;Matière fertilisante;
MFSC;6240616;HAPPY SOIL;Anhydride phosphorique (P2O5) total (Min: 2.5 %, Max: 4.5 %)  | Oxyde de potassium (K2O) total (Min: 2.0 %, Max: 4.0 %)  | Matière sèche (Min: 86.0 %, Max: 90.0 %)  | Azote (N) total  (Min: 2.0 %, Max: 4.0 %)  | Matière organique (Min: 40.0 %, Max: 75.0 %) ;Azote (N) organique (Min:  , Max:  )  | Azote (N) ammoniacal (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1220328;HUMITREX;Matière sèche  (Min: 39.0 %, Max: 39.0 %)  | Matière organique  (Min: 20.0 %, Max: 20.0 %)  | Extrait humique total (Min: 26.0 %, Max: 26.0 %)  | dont acides humiques (Min: 10.0 %, Max: 10.0 %)  | dont acides fulviques (Min: 16.0 %, Max: 16.0 %)  | Oxyde de potassium (K2O) total (Min: 9.0 %, Max: 9.0 %)  |    Dont oxyde de potassium (K2O) soluble dans l'eau (Min: 9.0 %, Max: 9.0 %)  | pH (Min: 13.0 , Max: 13.0 )  | Densité (Min: 1.15 g/mL, Max: 1.15 g/mL) ;;Matière fertilisante;
MFSC;1230473;LABIN HUMICO 16%;Matière sèche  (Min: 27.0 %, Max: 27.0 %)  | Substances humiques totales (Min: 16.0 %, Max: 16.0 %)  | dont acides humiques (Min: 8.0 %, Max: 8.0 %)  | dont acides fulviques (Min: 8.0 %, Max: 8.0 %)  | pH (Min: 11.0 , Max: 11.0 ) ;;Matière fertilisante;
MFSC;1230044;YARAVITA BIOMARIS;Matière sèche (Min: 32.8 %, Max: 32.8 %)  | Carbone organique  (Min: 8.0 %, Max: 8.0 %)  | Mannitol (Min: 12.8 %, Max: 12.8 %)  | pH (Min: 9.0 , Max: 9.0 ) ;;Matière fertilisante;
MFSC;1240131;BACTIFERT;Pseudomonas putida souche LMG S-32917 (Min: 10000000 UFC/g, Max: 10000000 UFC/g)  | Bacillus megaterium souche LMG 23147 (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Azospirillum brasilense souche LMG 13127 (Min: 10000000 UFC/g, Max: 10000000 UFC/g) ;;Préparation bactérienne;
